,Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion Label
10328,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,So that's why you did it? To save lives?,surprise
10329,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,"To end the war. To protect the family. Do you want to write a song for the dead Starks? Go ahead, write one. I'm in this world a little while longer to defend the Lannisters, to defend my blood.",anger
10330,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,The Northerners will never forget.,neutral
10331,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,Good. Let them remember what happens when they march on the south. All the Stark men are dead. Winterfell is a ruin. Roose Bolton will be named Warden of the North until your son by Sansa comes of age.,sadness
10332,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,I believe you still have some work to do on that score.,neutral
10333,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,Do you think she'll open her legs for me after I tell her how we murdered her mother and brother?,anger
10334,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,"One way or another, you will get that girl pregnant.",neutral
10335,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,I will not rape her.,fear
10336,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,Shall I explain to you in one easy lesson how the world works?,neutral
10337,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,Use small words. I'm not as bright as you.,neutral
10338,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,The house that puts family first will always defeat the house that puts the whims and wishes of its sons and daughters first. A good man does everything in his power to better his family's position regardless of his own selfish desires.,neutral
10339,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,Does that amuse you?,joy
10340,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,"No, it's a very good lesson. Only it's easy for you to preach utter devotion to family when you're making all the decisions.",neutral
10341,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,"Easy for me, is it?",neutral
10342,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,When have you ever done something that wasn't in your interest but solely for the benefit of the family?,anger
10343,2013-06-09,Season 3,Episode 10,Mhysa,tywin lannister,"The day that you were born. I wanted to carry you into the sea and let the waves wash you away. Instead, I let you live. And I brought you as my son. Because you're a Lannister.",neutral
10344,2013-06-09,Season 3,Episode 10,Mhysa,tyrion lannister,Sansa.,neutral
10345,2013-06-09,Season 3,Episode 10,Mhysa,meera,It's empty.,sadness
10346,2013-06-09,Season 3,Episode 10,Mhysa,jojen,Let's find a place to sleep.,neutral
10347,2013-06-09,Season 3,Episode 10,Mhysa,hodor,Hodor. Hodor.,neutral
10348,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,"Don't, Hodor.",neutral
10349,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,Maybe we shouldn't stay.,neutral
10350,2013-06-09,Season 3,Episode 10,Mhysa,meera,You'd rather be out there?,neutral
10351,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,There are a lot of stories about this place. Horrible stories.,fear
10352,2013-06-09,Season 3,Episode 10,Mhysa,jojen,I always quite liked the horrible stories.,disgust
10353,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,So did I. Once.,neutral
10354,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,You ever heard about the Rat Cook?,neutral
10355,2013-06-09,Season 3,Episode 10,Mhysa,meera,No. Who's he?,surprise
10356,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,"Just a cook in the Night's Watch. He was angry at the king for something, I don't remember. When the king was visiting the Nightfort, the cook killed the king's son, cooked him into a big pie with onions, carrots, mushrooms and bacon. That night he served the pie to the king. He liked the taste of his son so much, he asked for a second slice. The gods turned the cook into a giant white rat who could only eat his own young. He's been roaming the Nightfort ever since, devouring his own babies. But no matter what he does, he's always hungry.",disgust
10357,2013-06-09,Season 3,Episode 10,Mhysa,meera,If the gods turned every killer into a giant white rat-,disgust
10358,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,It wasn't for murder the gods cursed the Rat Cook or for serving the king's son in a pie. He killed a guest beneath his roof. That's something the gods can't forgive.,anger
10359,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,"The late Walder Frey,' old Hoster called me because I didn't get my men to the Trident in time for battle. He thought he was witty. Look at us now, Tully. You're dead, your daughter Catelyn's dead, your grandson's dead, your son spent his wedding night in a dungeon, and I'm Lord of Riverrun.",disgust
10360,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,The Blackfish escaped.,neutral
10361,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,An old man on the run with no allies. I have Tywin Lannister backing me. Who does he have?,neutral
10362,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,As you say.,neutral
10363,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,"They all laughed at me, all those high lords. They all thought they were better than me. Ned Stark, Hoster Tully. People snigger when I marry a young girl, but who said a word when Jon Arryn married the little Tully bitch?",disgust
10364,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,You'll be needing a new young girl.,neutral
10365,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,Yeah. Got that to look forward to.,neutral
10366,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,"And you, the Warden of the North. No more Starks to bow and scrape to. Must have been torture following that stupid boy all over the country.",anger
10367,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,He ignored my advice at every turn. If he'd been a trifle less arrogant-,anger
10368,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,Calling himself the Young Wolf. How's that for pomposity?,surprise
10369,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,"Well, here's to the Young Wolf!",joy
10370,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,Forever young.,neutral
10371,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,Will you move to Winterfell now that the war's over?,neutral
10372,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,At some point perhaps. But Winterfell's in ruins.,sadness
10373,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,"Yeah. What happened up there? I heard the Greyjoy boy seized the place. I heard he killed all the ravens. And after that, nothing.",surprise
10374,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,I sent my bastard Ramsay to root him out. Robb Stark offered amnesty for the Ironborn if they gave us Theon.,anger
10375,2013-06-09,Season 3,Episode 10,Mhysa,walder frey,Oh. And?,surprise
10376,2013-06-09,Season 3,Episode 10,Mhysa,roose bolton,Ramsay delivered the terms. The Ironborn turned on Theon as we knew they would. They handed him over trussed and hooded. But Ramsay- well Ramsay has his own way of doing things.,neutral
10377,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,"Well, the girls weren't lying. You had a good-sized cock.",disgust
10378,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,What? No. Pork sausage. You think I'm some sort of savage?,disgust
10379,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,People talk about phantom limbs. An amputee might have an itch where his foot used to be. So I've always wondered do eunuchs have a phantom cock?,surprise
10380,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,"Next time you think about naked girls, would you feel an itch?",disgust
10381,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,Sorry. I shouldn't make jokes. My mother taught me not to throw stones at cripples.,sadness
10382,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,But my father taught me to aim for their head.,disgust
10383,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Kill me.,anger
10384,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,"Sorry, what?",surprise
10385,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,A little louder.,neutral
10386,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Kill me!,anger
10387,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,You're no good to me dead. We need you.,anger
10388,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,"You don't look like a Theon Greyjoy anymore. That's a name for a lord. But you're not a lord, are you? You're just meat.",disgust
10389,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,Stinking meat.,disgust
10390,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,You reek. Reek! That's a good name for you. What's your name?,neutral
10391,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Theon Greyjoy.,neutral
10392,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,What's your name?,neutral
10393,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Th- Theon Greyjoy.,neutral
10394,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Please.,neutral
10395,2013-06-09,Season 3,Episode 10,Mhysa,ramsay bolton,What is your name?!,surprise
10396,2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Reek. My name is Reek.,neutral
10397,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,Hodor.,disgust
10398,2013-06-09,Season 3,Episode 10,Mhysa,sam,Don't kill me!,anger
10399,2013-06-09,Season 3,Episode 10,Mhysa,meera,Who are you?,surprise
10400,2013-06-09,Season 3,Episode 10,Mhysa,gilly,Sam! Sam!,surprise
10401,2013-06-09,Season 3,Episode 10,Mhysa,meera,Who are you?!,surprise
10402,2013-06-09,Season 3,Episode 10,Mhysa,gilly,Gilly. Don't hurt us.,anger
10403,2013-06-09,Season 3,Episode 10,Mhysa,jojen,Where are you going?,neutral
10404,2013-06-09,Season 3,Episode 10,Mhysa,sam,To Castle Black. I'm a brother of the Night's Watch.,neutral
10405,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,"My brother, he's in the Night's-",neutral
10406,2013-06-09,Season 3,Episode 10,Mhysa,jojen,Shush.,disgust
10407,2013-06-09,Season 3,Episode 10,Mhysa,sam,Who's your brother?,surprise
10408,2013-06-09,Season 3,Episode 10,Mhysa,jojen,Doesn't matter.,neutral
10409,2013-06-09,Season 3,Episode 10,Mhysa,sam,You're Jon's brother. The one who fell from the window.,surprise
10410,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,"No, I'm not.",neutral
10411,2013-06-09,Season 3,Episode 10,Mhysa,sam,I've been around Ghost enough to know a direwolf when I see one. And I've heard all about Hodor.,fear
10412,2013-06-09,Season 3,Episode 10,Mhysa,hodor,Hodor.,disgust
10413,2013-06-09,Season 3,Episode 10,Mhysa,sam,"I'd be dead if it wasn't for Jon. If you're his brother, you're my brother, too. And anything I can do to help you, I will.",neutral
10414,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,Take us north of the Wall.,neutral
10415,2013-06-09,Season 3,Episode 10,Mhysa,sam,What? Why in the world would you want to go-,surprise
10416,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,I don't want to. I have to.,sadness
10417,2013-06-09,Season 3,Episode 10,Mhysa,jojen,How did you get through the Wall?,surprise
10418,2013-06-09,Season 3,Episode 10,Mhysa,meera,Does the well lead to an underground river? Is that how you came here?,neutral
10419,2013-06-09,Season 3,Episode 10,Mhysa,sam,Come with us. There are steps carved into the south side of the Wall. Hodor can carry you to the top. We'll walk straight to Castle Black.,neutral
10420,2013-06-09,Season 3,Episode 10,Mhysa,gilly,Come with us. There's nothing north but death.,fear
10421,2013-06-09,Season 3,Episode 10,Mhysa,sam,"If Jon is alive, then Castle Black's where he'll be. It's the safest place for you.",neutral
10422,2013-06-09,Season 3,Episode 10,Mhysa,jojen,There's nowhere safe any longer. You know that.,neutral
10423,2013-06-09,Season 3,Episode 10,Mhysa,sam,"What I know is what I saw. And if you saw it, too, you'd run the other way.",neutral
10424,2013-06-09,Season 3,Episode 10,Mhysa,jojen,You saw the White Walkers and the army of the dead.,disgust
10425,2013-06-09,Season 3,Episode 10,Mhysa,sam,How do you know all that?,surprise
10426,2013-06-09,Season 3,Episode 10,Mhysa,jojen,The Night's Watch can't stop them. The kings of Westeros and all their armies can't stop them.,anger
10427,2013-06-09,Season 3,Episode 10,Mhysa,sam,But you're going to stop them?,anger
10428,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,"Please, Sam. I have to go north. I have to.",sadness
10429,2013-06-09,Season 3,Episode 10,Mhysa,balon,"Balon Greyjoy, Lord of the Iron Islands and invader of the North. I give you until the full moon to order all Ironborn scum out of the North and back to those shit-stained rocks you call a home.",disgust
10430,2013-06-09,Season 3,Episode 10,Mhysa,balon,"On the first night of the full moon, I will hunt down every islander still in our lands and flay them living the way I flayed the twenty Ironborn scum I found at Winterfell. In the box you'll find a special gift- Theon's favorite toy. He cried when I took it away from him.'",sadness
10431,2013-06-09,Season 3,Episode 10,Mhysa,balon,"Leave the North now or more boxes will follow with more Theon. Signed Ramsay Snow, natural-born son of Roose Bolton, Lord of the Dreadfort and Warden of the North.' Get that out of my sight.",neutral
10432,2013-06-09,Season 3,Episode 10,Mhysa,balon,Theon disobeyed my orders.,anger
10433,2013-06-09,Season 3,Episode 10,Mhysa,balon,"The boy is a fool. He cannot further the Greyjoy line. I will not give up the lands I have seized, the strongholds I have taken. Get this away from me.",anger
10434,2013-06-09,Season 3,Episode 10,Mhysa,yara greyjoy,He's your son.,neutral
10435,2013-06-09,Season 3,Episode 10,Mhysa,balon,Son? He's not a man anymore.,disgust
10436,2013-06-09,Season 3,Episode 10,Mhysa,yara greyjoy,He's your son. He's my brother. He's a Greyjoy.,neutral
10437,2013-06-09,Season 3,Episode 10,Mhysa,balon,Watch yourself. I've made my decision.,neutral
10438,2013-06-09,Season 3,Episode 10,Mhysa,yara greyjoy,And I've made mine. I'm going to pick the fastest ship in our fleet.,neutral
10439,2013-06-09,Season 3,Episode 10,Mhysa,yara greyjoy,I'm going to choose the fifty best killers on the Iron Islands.,neutral
10440,2013-06-09,Season 3,Episode 10,Mhysa,man,Get those ropes!,neutral
10441,2013-06-09,Season 3,Episode 10,Mhysa,yara greyjoy,I'm going to sail up the Narrow Sea all the way to the Weeping Water. I'm going to march on the Dreadfort. I'm going to find my little brother and I'm going to bring him home.,fear
10442,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,What is it?,surprise
10443,2013-06-09,Season 3,Episode 10,Mhysa,jojen,Dragonglass.,neutral
10444,2013-06-09,Season 3,Episode 10,Mhysa,sam,We found them at the Fist. Someone buried them a long time ago. Someone wanted us to find them.,neutral
10445,2013-06-09,Season 3,Episode 10,Mhysa,bran stark,Why? What are they for?,surprise
10446,2013-06-09,Season 3,Episode 10,Mhysa,sam,Killing White Walkers.,disgust
10447,2013-06-09,Season 3,Episode 10,Mhysa,meera,How do you know that?,surprise
10448,2013-06-09,Season 3,Episode 10,Mhysa,gilly,The Walker came for my baby. And Sam-,neutral
10449,2013-06-09,Season 3,Episode 10,Mhysa,meera,But no one's killed a White Walker in thousands of years.,neutral
